Economy_Code,Economy_Label,Economy_IsTarget,Economy_ValidFrom,Economy_ValidTo,Economy_Level,Economy_Hidden,Economy_Expand,Economy_Note,Economy_Order,Year,Flow_Code,Flow_Label,Flow_Hidden,Flow_Note,Flow_Order,Category_Code,Category_Label,Category_Level,Category_Hidden,Category_Expand,Category_Note,Category_Order,M5011_Value,M5011_Footnote_Code,M5011_Footnote_Text,M5011_MissingValue_Code,M5011_MissingValue_Label,M0100_Value,M0100_Footnote_Code,M0100_Footnote_Text,M0100_MissingValue_Code,M0100_MissingValue_Label,M5022_Value,M5022_Footnote_Code,M5022_Footnote_Text,M5022_MissingValue_Code,M5022_MissingValue_Label,M4024_Value,M4024_Footnote_Code,M4024_Footnote_Text,M4024_MissingValue_Code,M4024_MissingValue_Label,M5025_Value,M5025_Footnote_Code,M5025_Footnote_Text,M5025_MissingValue_Code,M5025_MissingValue_Label
024,"Angola",True,1940,2102,5,True,True,,38,2015,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,0.0003228112005502961,0,,,,247031.58,0,,,,0.01966556231085566,0,,,,-7.578081912999423,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2016,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",89192006.5,0,,,,0.7069451154649813,0,,,,537.4985633465024,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2016,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,0.0002898293132132442,0,,,,237105.93,0,,,,0.03335329194198655,0,,,,-4.017968067078712,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2017,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",88796068.01,0,,,,0.6437477580926592,5,"Estimated",,,-0.44391701177839593,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2017,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,0.0002013634574998471,0,,,,179946.67,0,,,,0.018274615840053784,5,"Estimated",,,-24.107056284927154,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2018,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",94020836.76,0,,,,0.9318673854248338,0,,,,5.884009131363328,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2018,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,0.00023152370700165297,0,,,,243791.75,0,,,,0.038628153584013815,0,,,,35.48000082468877,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2019,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",104779933.045603,0,,,,1.2817502893127184,5,"Estimated",,,11.443310500487186,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2015,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.34733785153715113,0,,,,17276227851.2152,0,,,,100,0,,,,-30.777818568276572,0,,,,14.86848,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2015,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.024760545590995938,0,,,,1256163317.86066,0,,,,100,0,,,,-25.288266715485292,0,,,,1.08109,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2014,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.4778038445778187,0,,,,24957647236.6093,0,,,,100,0,,,,8.219386208991736,0,,,,17.12805,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2014,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.031708140354737305,0,,,,1681346774.64513,0,,,,100,0,,,,27.79067174445072,0,,,,1.15388,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2013,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.4816287008854849,0,,,,23062085372.0344,0,,,,100,0,,,,4.144351136616649,0,,,,16.86936,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2013,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.026671024125452955,0,,,,1315703839.48478,0,,,,100,0,,,,68.67780564832609,0,,,,0.96241,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2017,01,"Imports",False,,2,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.05105290422328026,0,,,,221726875.72,0,,,,1.6074605818983452,5,"Estimated",,,4.474941454947981,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2017,02,"Exports",False,,1,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.0029929570655217994,0,,,,11569560,0,,,,1.1749551377552732,5,"Estimated",,,5.200484104302475,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2018,01,"Imports",False,,2,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.05195279775190013,0,,,,246614994.79,0,,,,2.4442716989228837,0,,,,11.22467404512075,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2018,02,"Exports",False,,1,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.0019502278070172151,0,,,,8226879.999999999,0,,,,1.3035272282891095,0,,,,-28.892023551457456,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2019,01,"Imports",False,,2,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.02570203417026429,0,,,,127168951.47,0,,,,1.5556303158480365,5,"Estimated",,,-48.43421764427255,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2019,02,"Exports",False,,1,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.00011565033082779352,0,,,,516009.99999999994,0,,,,0.11351320160207931,0,,,,-93.72775584425688,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2012,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.4903796788189227,0,,,,22144345920.1945,0,,,,100,0,,,,-6.445063743426175,0,,,,17.29312,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2012,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.016825579395655765,0,,,,780010051.961354,0,,,,100,0,,,,6.521018956698015,0,,,,0.60913,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2011,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.5436155617370575,0,,,,23669885103.084,0,,,,100,0,,,,26.210010007616916,0,,,,21.17357,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2011,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.016293608969801653,0,,,,732259285.163651,0,,,,100,0,,,,-14.543272479797267,0,,,,0.65503,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2010,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.48092497519909727,0,,,,18754364334.22,0,,,,100,0,,,,-2.1651711823873114,0,,,,22.38005,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2010,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.021441003408013165,0,,,,856877283.29,0,,,,100,0,,,,37.49599498460711,0,,,,1.02253,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2019,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,9.789573281666894E-05,0,,,,111179.67,0,,,,0.02445758860247408,0,,,,-54.39563890082417,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2020,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",22268648.1,0,,,,0.397473636668791,0,,,,-78.74722052904147,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2020,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,0.00010003968454090204,0,,,,94462.42,0,,,,0.14097183130466748,0,,,,-15.036247184399812,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2021,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",71048306.9,0,,,,1.0077253702177214,0,,,,219.05083137938675,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2021,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,5.735677756347842E-05,0,,,,57438.48,0,,,,0.061424743440018165,0,,,,-39.19435898423944,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2022,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",90671300.8097438,0,,,,0.8026226181614191,0,,,,27.61922805192674,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2022,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,7.39596205939051E-05,0,,,,83133.41,0,,,,0.1011262163292315,0,,,,44.73469701844476,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2024,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",51421386.9366208,0,,,,0.6055072226940719,0,,,,136.92556235544288,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2024,02,"Exports",False,,1,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,3.36054592754332E-05,0,,,,49549.37,0,,,,0.038447918121576115,0,,,,-31.419481156518927,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2023,01,"Imports",False,,2,SB,"Maintenance and repair services n.i.e.",4,False,True,"Maintenance and repair services n.i.e. cover maintenance and repair work by residents on goods that are owned by non-residents (and vice versa). Repairs and maintenance on ships, aircraft, and other transport equipment are included.",10,,,,-,"Not publishable",21703604.4677513,0,,,,0.2522800749343786,0,,,,-76.06342439787853,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2020,01,"Imports",False,,2,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.02717850376614957,0,,,,129608227.29,0,,,,2.3133803727919853,0,,,,1.9181378723370557,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2020,02,"Exports",False,,1,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0,0,,,,0,0,,,,0,0,,,,-100,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2021,01,"Imports",False,,2,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.021759962534675093,0,,,,121666360,0,,,,1.7256748686018661,0,,,,-6.127595026996218,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2021,02,"Exports",False,,1,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0,0,,,,0,0,,,,0,0,,,,,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2022,01,"Imports",False,,2,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0.03805973558809276,0,,,,222726990,0,,,,1.9715799624857873,0,,,,83.06374087299068,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2022,02,"Exports",False,,1,SH,"Charges for the use of intellectual property n.i.e.",4,False,True,"Charges for the use of intellectual property n.i.e. include: 
(a) charges for the use of proprietary rights (such as patents, trademarks, copyrights, industrial processes and designs including trade secrets, franchises) and
(b) charges for licenses to reproduce or distribute (or both) intellectual property embodied in produced originals or prototypes (such as copyrights on books and manuscripts, computer software, cinematographic works, and sound recordings) and related rights (such as for live performances and television, cable, or satellite broadcast).",90,0,0,,,,0,0,,,,0,0,,,,,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2018,02,"Exports",False,,1,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0,0,,,,0,0,,,,0,0,,,,,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2019,01,"Imports",False,,2,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0.1257594567723114,0,,,,282022673.2187,0,,,,3.449922446824699,5,"Estimated",,,-28.47792842741069,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2019,02,"Exports",False,,1,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0,0,,,,0,0,,,,0,0,,,,,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2020,01,"Imports",False,,2,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0.1454448281688419,0,,,,335082648.3739,0,,,,5.9808982671823605,0,,,,18.814081346592175,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2020,02,"Exports",False,,1,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0,0,,,,0,0,,,,0,0,,,,,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2024,01,"Imports",False,,2,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0.1263477860421804,0,,,,449560734.967677,0,,,,5.2937559307394375,0,,,,4.727949058541299,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2024,02,"Exports",False,,1,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0,0,,,,0,0,,,,0,0,,,,,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2021,01,"Imports",False,,2,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0.17352516530538675,0,,,,460883123.0131,0,,,,6.537011732301757,0,,,,37.5431181679173,0,,,,,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2021,02,"Exports",False,,1,SF,"Insurance and pension services",4,False,True,"Insurance and pension services include services of providing life insurance and annuities, nonlife insurance, reinsurance, freight insurance, pensions, standardized guarantees, and auxiliary services to insurance, pension schemes, and standardized guarantee schemes.",71,0,0,,,,0,0,,,,0,0,,,,,,,..,"No value reported or collected",,,,..,"No value reported or collected"
024,"Angola",True,1940,2102,5,True,True,,38,2009,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.5363915832461613,0,,,,19169414983.27,0,,,,100,0,,,,-13.414714171713499,0,,,,27.26523,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2009,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.016972172064613576,0,,,,623201630.99,0,,,,100,0,,,,89.16419212863354,0,,,,0.8864,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,01,"Imports",False,,2,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.557002225268093,0,,,,22139344808.87,0,,,,100,0,,,,75.10808079703463,0,,,,25.00528,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2008,02,"Exports",False,,1,S,"Services",1,False,True,"In this table, services are classified into following four main categories: goods-related services, transport, travel and other services. Other services are further disaggregated into: construction, insurance and pension services, financial services, charges for the use of intellectual property n.i.e., telecommunications, computer and information services, other business services, personal, cultural and recreational services, government goods and services n.i.e., and services not allocated. All main items can then be further disaggregated for more detailed information.",5,0.008046475732633052,0,,,,329450105.74,0,,,,100,0,,,,6.0307612537787065,0,,,,0.3721,0,,,
